🙃,0
😛,2
😩,0
😫,0
😖,0
😣,0
☹,0
🙁,0
😕,0
🧐,1
🤨,1
😟,0
😔,0
😞,0
😒,0
😏,1
😧,0
😦,0
😯,2
😑,0
😐,1
🤬,0
😡,0
😠,0
😤,0
🙄,0
😴,1
😪,0
😓,0
😭,0
🤤,2
😥,0
😢,0
😰,0
😨,0
😱,0
👿,0
🤡,1
😈,0
💩,0
🤕,0
🤒,0
😷,1
🤧,1
🤢,0
🤥,0
😬,0
🤮,0
😾,0
😿,0
👎,0
🖕,0
🙅,0
🙅,0
💁,1
💁,1
🗣,1
👅,1
🤦,0
🤦,0
🤷,1
🤷,1
🙎,1
🙎,1
🙍,1
🙍,1
💤,1
⚠,0
⁉,0
‼,0
💔,0
❌,0
🚫,0
💢,0
❓,1
❗,0
🖕🏻,0
👎🏻,0
👎🏼,0
🖕🏼,0
🖕🏽,0
👎🏽,0
🖕🏾,0
👎🏾,0
🖕🏿,0
👎🏿,0
Cannot use in call for listening music only😔😔😔,0
"I bought two earphone and each earphone, the other side is not working😔😔.",0
the items are defective👎🏽👎🏽 ,0
Bobo😡 ,0
Sira nung diniliver bulok sayang pera mo😡😡,0
Sira mic tapos ilang days lang nasira na pati yung earphones😡😡 ,0
panget ng item parehas di tumutunog wag kayong bibili dito napaka panget ng product🙃,0
"unang order ng kaibigan ko parehong right nakuha nya, nung umorder naman ako parehong left naman, taena trinashtalk tuloy kami sa search and destroy sa cod, tinawag kaming bingi amp😑😑😑",0
"Mahina ang isang side ng headset, basag ang Bass👎🏾👎🏾.",0
"Scratches, defective item late delivery, scam and rude seller🤬.",0
"Sira po yung earphone, pawala wala sya tapos minsan hihina at lalakas tapos minsan mawawala nlg sya sa pag connect sa phone mo, siguro hinahagis ng mga jnt hnd kasi naka bubble wrap, hayss😭😭😭",0
"Item received, I expected more in sound quality. 3 days after using it, still no stereo sound, poor quality product. Very disappointed!❌❌❌",0
"Mahina ang isang side ng headset,basag ang Bass💔💔. ??",0
1 lang gumagana🤷🤷🤷  ,0
Not that good👎👎,0
mali ung binigay na color😾😾. ,0
faded pa yung kulay ..mukhang luma..super disappointed ako sa order ko😓😓..,0
Kulang isa wallet order 🤦🤦🤦,0
Sira namn yong item 👎🏼👎🏼??,0
May sira at durog 🤬,0
My damage po 🤢,0
Not quality ðŸ¤¦â€â™€ï¸??,0
pangit sa personal🤦🤦,0
"ki pangit ng dumating ,. Anuh ba yan😖😖",0
May sira yung wallet🤬,0
SIRA Naman ..ayw not irefund🤬🤬🤬,0
Hindi dumating...hayzt😬😬,0
Not satisfied😤😤..,0
May scratch po yong wallet 😡😡,0
wrong color 🙅🙅🙅!!!!,0
Ang bilis masira 💩💩,0
Cheap quality😑😑😑,0
Wrong color😤😤,0
Wrong color🙅🙅,0
medyo mahirap lang isara😒😒. ,0
Received Damaged and Dirty Item🤕🤕,0
I'm so disappointed😦 .,0
Mali Yung binigay niyong kulay😐😐.,0
Ung isang item po may damage d maisara 🤕??,0
Panget HAHAHAAH😈😈😈,0
Panget ung product😥😥,0
Hindi sya naglalock mabuti. Iâ€™m disappointed. Can I refund this?Â ,0
Damaged😣😣,0
Sira ang dumating sa wallet sa akin Disappointed 😕😕,0
No comment 😑😑,0
Wrong color😠😠😠.,0
Sobrang nipis😧,0
sira yun wallet 😧,0
the seller is not helpful🤦,0
May gasgas po sya sa gilid🙃,0
It's hard to open👎🏾👎🏾,0
"Manipis, madaling masira🙅🙅",0
Ang nipis ng folder👎🏾👎🏾,0
Damage items 👎🏾👎🏾,0
Sira na agad di pa natagal 😧??,0
Very disappointing.kulang ung item na deliver😧😧,0
"hindi ko recieved, wala sa pinadala nila😧",0
haizt seller not responsive pa🙃🙃.,0
"Products arrived incomplete, di ko na receive tong card holder🙃",0
Luma na ata ito. Super dumi na🙃,0
Damage🙃,0
Low quality👎🏼,0
I don't recommend this kahit maingat kayo sa gamit👎🏼.,0
