Grabe sobrang worth it nitoooo 🥺 Napakagandaaaaaa . Buti nalang at nakita koto 🥺💓 My heart is soooo happyyy thankyouuuu 🥺❤️,2
Great buy☺️☺️☺️ang ganda ng mga shoes☺️☺️legit na nag iiba ng kulay☺️☺️☺️salamat ng marami☺️☺️☺️nagustuhan ng mga pamangkin ko..,2
"Gustung gustu ko sya❣❣, sobra. Mganda din quality. Sadly, di kasya sken. Kaya pnagbili ko nalang tas bumili nko sa mas malapit. Nwy, salamat seller. Safe packaging.",2
Order na kayo sa shop nato sobrang legit ang ganda ng shoes thankyouuuu so muchhh bait ng rider at supplier nag rerespond silaa thankyouuu ❤️,2
Ghaddd!! Super ganda niya sobraaa. worth it to buy na budol ako ni seller. what you see is what you get talaga!! Walang damage ang shoes pero yong box parang maliit pinag kasya lang yong shoes pero overall hindi naman nasira ang shoes. Thankyou seller!! oorder ulit ako kapag may sweldo na HAHAHAHA,2
maganda naman sya. 5 stars thank youuuuuuuu selllllllllerrrrrr thank youuuuuuuuuuuuuuuuuuu shopeeeeeeeeeee,2
��wala na akong masabi sa Product na😍I will order soon as possible order ulit ako ng 3 seller wait ko lng sahod ko😍😍😍 I like it very very much🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,2
I like it very very much🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,2
��🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,2
Tiktok made me buy this hahahaha specifically ni ate Ishi😂 Pero ang ganda nyaaa ganda ng quality. Matagal nga lang sya dumating hahaha naabot ata ng 10 days pero worth it naman yubg hintay! Thank you!!,2
Item was complete and well-packed. It also came sooner than I expected. I will definitely buy again from this store. Thank you😊,2
Thankyou so much seller!! Napa wow ako sobrang ganda hahaha im so happy sulit na sulit thankyou again will order again!! ,2
im so happy sulit na sulit thankyou again🥰🥰🥰,2
Excellent quality and fast delivery ,2
superbbbb!!!!!!! Worth every cent in your pocket. Budol worth it ❤️❤️❤️ sana lang mag tagal yung color nya ❤️,2
��👌👌👌👌👌👌👌👌👌good quality idol 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,2
"Sobrang nagustuhan ng customer ko until next time,sobrang dami ko ng nabili sa shop ns to at naibenta ko sa mga customers ko..more orders to come satin😊😊😊😊",2
"I love it.❣❣ Tuwang-tuwa ako kapag natatapat talaga siya sa araw, hindi ko napicture-an that time pero legit siya guys. No need mag-add ng size, worth it kaya pabudol ka na ",2
Received the item in good condition,2
"Thank you so much, nice shoe lace",2
PERO SOBRANG GANDAA!!!!! ❤️❤️❤️,2
Sobra akong natuwa sa product.. Mas lalo aq natuwa nong natry ko.. Sulit na sulit.. Hahahahahha.. Thank you so much seller.. Thank youuuuu shoppeeeeee.. 👌👌👌👍👍👏👏🤗🤗🤗❤️❤️❤️,2
Super past delivery.. Walang damage ang items... Legit na uv shoes... Ang ganda nia... Tnx seller☺️😍 Tnx sa nag deliver ,2
Tnx seller☺️😍,2
I love it.🥰🥰🥰🥰🥰🥰🥰🥰,2
Thank you so much Shopee And Seller Sana po mabilis na po ,2
SOBRANG GANDAA!!!!! ❤️❤️❤️ AND SOBRANG LEGIT NYA NA NAG IIBA KULAY PAG NAAARAWAN ANG LAKI PA NG NATIPID KO❤️ EXCITED NAKONG GAMITIN SYA,2
Thank you so much for this.I have received my order today..Maganda sya. Dumating sya earlier than the date it was supposed to be received.. seller is accommodating and responsive..God bless,2
maganda sya worth it,2
Iloveeeeeeiiitttttt sobraanggg gandaaaa love this shopp ambilis din ng dating. Di ako nagsisising bumili sa shop na 'to🥰,2
SOBRANG LEGIT NYA,2
Sobrang ganda at affordable pa 🥰 salamat po. Saktong sakto lang saakin.,2
SUPERRR GANDAAAA!!!!!! THANKYOU SO MUCH SA SELLER HEHEHE LESS THAN A WEEK UNG SHIPPING. WORTH THE PRICE!!!❣❣❣❣❣❣❣❣❣❣❣❣❣❣❣❣❣❣❣,2
sulit yung binayad ko thanks seller!!,2
Labyu seller. ,2
Legit at napaka ganda niya nakakainlove lalo na kapag suot muna heheheh salmat seller bilis ng ship. Dito agad siya thankyou din raider❣❣❣,2
Thank you so much super gandaaaaaaaaaaa❤️❤️❤️❤️❤️❤️❤️,2
��👌👌👍👍👏👏🤗🤗🤗❤️❤️❤️,2
Saktong sakto sakin  salamat po bilis ng delivery,2
Maraming salamatttt God blesssss,2
Till next order po ulit 🥰❤️❤️❤️❤️ ,2
Ang ganda nya sobra worth it talaga sa price🤩 i recommend this shop❤️,2
"ang ganda ng quality, at ang bait nung seller mabilis rin yung dating nya and salamat sa nagdeliver😍😍",2
