😅,1
😶,1
🤔,1
🤯,1
😵,1
🤐,1
🤭,1
🤫,1
👍,1
👀,1
🙋,1
🙋,1
👍🏻,1
✌🏻,1
✌,1
👍🏼,1
👍🏽,1
👍🏾,1
👍🏿,1
✌🏿,1
✌🏼,1
Magandaaaa yung shirt kaso may onting punit 😅at yung thread nya naka labas at madaling mahigit :(((( sana sa susunod na order ko maayos na :))),1
"Pangit ang print nya di makapal at di pa tuyo. Sorry pero yun ang totoo😅, at maganda din ang tela, print lang talaga ang hinde",1
"Maganda Ang quality Ng Tela, but not the print😅.",1
Okay naman kaso ang nipis ng tela unlike sa sister ko na tela. Next time sana same lahat ng tela seller😅,1
"Makapal ang tela ok naman, kaso di sya ganun kaganda Madaling Kapitan Lalo na ng balahibo kapag my mga alagang hayop sa bahay😅",1
Okay sana yung item kaso subrang tagal dumating mga 3days pa bago na shipped out. Pero goods yung damit,1
Manipis pala siya peeo goods na din👍,1
Okay lang haba ng tshirts pero sa sleeve nasobrahan sa haba. Parang t shirt na naka hanger pag isusuot,1
"Maganda naman kaso ano mainit yung tela🤔 ,bagay lang say kung malamig yung panahon",1
Masyado pala malaki pero maganda🤔,1
oks naman kaso yung sa suootan ng kamay apaka lake chaka mahaba pag large,1
Love Item! Kaso yung isa hindi nacheck or chineck ni seller. Warak yung bandang balikat🤔.,1
Maganda sya kaso medyo manipis Ang tela,1
Medyo hindi pa dry yung pagkaka print ng design 🤔 pero maganda naman siya. Sakto lng sa price yung tela.,1
Ganda Nung tela nya guys pero medyu nakakadisapoint yung braso nya sobrang haba parang longsleve,1
"Good quality naman sya,kaso nga lang yung size XL sobrang haba ng kamay kala mo naman na longsleeve. Pero goods sya,thank you.",1
"Mabilis naman ma ship,di lang maganda size ng shirt✌",1
"Okay sya makapal tela, kaso xl naorder ko halos jacket na sya sakin hahahaha haba ng manggas HAHAHA pero mganda. thankyouuuuuu",1
"I got my order , magandaa naman sya , kaso nga lang sobrang laki talaga ng size ng medium",1
"this not even that I choose, but the T-shirt was okay tho✌...",1
ok naman yung quality kaso sumobra haba nung manggas pero all goods naman,1
Maganda siya pero pangit Yung pagkaprint sa likod,1
Quality is good but it's too long✌.,1
Okay naman siya medyo diko lng nagustuhan yung printing nung damit masyadong manipis yung pag ka print 😵and yung sa quality ng tela ok naman medyo makapal naman thank you seller,1
Maganda naman yung tela kaso karamihan sa 8 na shirt na binili ko gasgas yung print at may mga sobra pang sinulid 👀:(,1
maganda tela but the print is not kasi madali lang mabakbak and parang kulang kulang na nga rin agad. maganda tela but the print is not kasi madali lang mabakbak and parang kulang kulang na nga rin agad. maganda tela but the print is not kasi madali lang mabakbak and parang kulang kulang na nga rin.,1
Goods naman ung damet pero sobrang tagal dumating👀,1
Maliit ang size para sakin. Pero maganda nmn ang item. Hindi accomodating ang seller. Hindi nag reresponse sa chat. Pero overall maganda ang item.,1
medjo manipis pero okay naman👍,1
maganda yung tela kaya lang may damage,1
